Local time,Open,High,Low,Close,Volume
15.12.2003 06:00:00.000 GMT+0800,108.345,108.389,107.356,107.588,605467.2002000001
16.12.2003 06:00:00.000 GMT+0800,107.587,107.832,107.364,107.490,597882.2938999999
17.12.2003 06:00:00.000 GMT+0800,107.473,107.825,107.181,107.401,599057.4062
18.12.2003 06:00:00.000 GMT+0800,107.368,108.083,107.306,107.636,607902.8906
19.12.2003 06:00:00.000 GMT+0800,107.623,107.990,107.519,107.808,601350.5977
20.12.2003 06:00:00.000 GMT+0800,107.808,107.808,107.808,107.808,0
21.12.2003 06:00:00.000 GMT+0800,107.808,107.808,107.808,107.808,0
22.12.2003 06:00:00.000 GMT+0800,107.657,107.939,107.276,107.536,598102.8036999999
23.12.2003 06:00:00.000 GMT+0800,107.514,107.593,107.231,107.415,594104.6983
24.12.2003 06:00:00.000 GMT+0800,107.429,107.558,107.101,107.237,590248.0909000001
25.12.2003 06:00:00.000 GMT+0800,107.266,107.391,107.062,107.225,507062.90040000004
26.12.2003 06:00:00.000 GMT+0800,107.212,107.518,106.881,107.442,553608.5987
27.12.2003 06:00:00.000 GMT+0800,107.442,107.442,107.442,107.442,0
28.12.2003 06:00:00.000 GMT+0800,107.442,107.442,107.442,107.442,0
29.12.2003 06:00:00.000 GMT+0800,107.338,107.378,106.836,107.007,593206.5996
30.12.2003 06:00:00.000 GMT+0800,107.005,107.147,106.860,106.980,601702.0978000001
31.12.2003 06:00:00.000 GMT+0800,106.984,107.720,106.755,107.225,577023.1974000001
01.01.2004 06:00:00.000 GMT+0800,107.211,107.479,106.972,107.446,195292.19939999998
02.01.2004 06:00:00.000 GMT+0800,107.437,107.495,106.720,107.050,576200.2919999999
03.01.2004 06:00:00.000 GMT+0800,107.050,107.050,107.050,107.050,0
04.01.2004 06:00:00.000 GMT+0800,107.050,107.050,107.050,107.050,0
05.01.2004 06:00:00.000 GMT+0800,107.036,107.304,106.015,106.193,592067.8008
06.01.2004 06:00:00.000 GMT+0800,106.193,106.384,105.994,106.165,600059.3946
07.01.2004 06:00:00.000 GMT+0800,106.162,106.424,105.905,106.176,601494.0899000001
08.01.2004 06:00:00.000 GMT+0800,106.166,106.257,106.060,106.173,590191.0968
09.01.2004 06:00:00.000 GMT+0800,106.178,108.213,106.075,106.776,597734.9053
10.01.2004 06:00:00.000 GMT+0800,106.776,106.776,106.776,106.776,0
11.01.2004 06:00:00.000 GMT+0800,106.776,106.776,106.776,106.776,0
12.01.2004 06:00:00.000 GMT+0800,106.594,106.750,106.328,106.632,596995.5029
13.01.2004 06:00:00.000 GMT+0800,106.630,106.719,106.114,106.200,604856.3993
14.01.2004 06:00:00.000 GMT+0800,106.196,106.328,105.958,106.168,603176.8058
15.01.2004 06:00:00.000 GMT+0800,106.146,106.493,105.967,106.348,604133.4014
16.01.2004 06:00:00.000 GMT+0800,106.320,107.001,105.738,106.616,607368.8047
17.01.2004 06:00:00.000 GMT+0800,106.616,106.616,106.616,106.616,0
18.01.2004 06:00:00.000 GMT+0800,106.616,106.616,106.616,106.616,0
19.01.2004 06:00:00.000 GMT+0800,106.604,107.479,106.345,107.230,603839.3994
20.01.2004 06:00:00.000 GMT+0800,107.229,107.900,106.952,107.072,608230.1006
21.01.2004 06:00:00.000 GMT+0800,107.057,107.279,106.589,106.892,610761.8077
22.01.2004 06:00:00.000 GMT+0800,106.880,107.007,105.928,106.031,599333.4981
23.01.2004 06:00:00.000 GMT+0800,106.035,106.814,105.734,106.731,607696.8017
24.01.2004 06:00:00.000 GMT+0800,106.731,106.731,106.731,106.731,0
25.01.2004 06:00:00.000 GMT+0800,106.731,106.731,106.731,106.731,0
26.01.2004 06:00:00.000 GMT+0800,106.562,106.730,105.788,106.371,607016.9014
27.01.2004 06:00:00.000 GMT+0800,106.371,106.422,105.458,105.525,591794.5967
28.01.2004 06:00:00.000 GMT+0800,105.513,106.573,105.442,106.213,610922.4093
29.01.2004 06:00:00.000 GMT+0800,106.238,106.301,105.632,105.948,611237.4999
30.01.2004 06:00:00.000 GMT+0800,105.948,106.122,105.594,105.686,610370.9961999999
31.01.2004 06:00:00.000 GMT+0800,105.686,105.686,105.686,105.686,0
01.02.2004 06:00:00.000 GMT+0800,105.686,105.686,105.686,105.686,0
02.02.2004 06:00:00.000 GMT+0800,105.599,105.791,105.379,105.538,598414.5957000001
03.02.2004 06:00:00.000 GMT+0800,105.594,105.830,105.222,105.463,607141.4971
04.02.2004 06:00:00.000 GMT+0800,105.448,105.655,105.254,105.414,608040.7880999999
05.02.2004 06:00:00.000 GMT+0800,105.419,106.044,105.364,105.791,603472.5907
06.02.2004 06:00:00.000 GMT+0800,105.793,106.794,105.366,105.455,608752.0965999999
07.02.2004 06:00:00.000 GMT+0800,105.455,105.455,105.455,105.455,0
08.02.2004 06:00:00.000 GMT+0800,105.455,105.455,105.455,105.455,0
09.02.2004 06:00:00.000 GMT+0800,105.646,106.042,105.504,105.570,607046.6045
10.02.2004 06:00:00.000 GMT+0800,105.583,105.885,105.314,105.600,608603.0927999999
11.02.2004 06:00:00.000 GMT+0800,105.567,105.708,105.158,105.425,604978.4952
12.02.2004 06:00:00.000 GMT+0800,105.427,105.576,105.250,105.365,605775.0976
13.02.2004 06:00:00.000 GMT+0800,105.350,105.606,105.254,105.439,602675.1952999999
14.02.2004 06:00:00.000 GMT+0800,105.439,105.439,105.439,105.439,0
15.02.2004 06:00:00.000 GMT+0800,105.439,105.439,105.439,105.439,0
16.02.2004 06:00:00.000 GMT+0800,105.453,105.560,105.340,105.472,585679.9014999999
17.02.2004 06:00:00.000 GMT+0800,105.475,105.983,105.423,105.652,602450.1913999999
18.02.2004 06:00:00.000 GMT+0800,105.653,107.118,105.502,106.735,605101.7001999998
19.02.2004 06:00:00.000 GMT+0800,106.732,107.424,106.290,107.030,611408.0958
20.02.2004 06:00:00.000 GMT+0800,107.016,109.330,106.850,109.026,604446.2969
21.02.2004 06:00:00.000 GMT+0800,109.026,109.026,109.026,109.026,0
22.02.2004 06:00:00.000 GMT+0800,109.026,109.026,109.026,109.026,0
23.02.2004 06:00:00.000 GMT+0800,108.961,109.370,108.056,108.354,604487.6943999999
24.02.2004 06:00:00.000 GMT+0800,108.338,108.742,108.017,108.178,610080.7967999999
25.02.2004 06:00:00.000 GMT+0800,108.157,109.125,108.027,108.986,610360.5957000002
26.02.2004 06:00:00.000 GMT+0800,108.988,109.810,108.741,109.531,606822.2050000001
27.02.2004 06:00:00.000 GMT+0800,109.516,109.696,108.882,109.138,610741.4981
28.02.2004 06:00:00.000 GMT+0800,109.138,109.138,109.138,109.138,0
29.02.2004 06:00:00.000 GMT+0800,109.138,109.138,109.138,109.138,0
01.03.2004 06:00:00.000 GMT+0800,109.037,109.415,108.859,108.974,611845.0978000001
02.03.2004 06:00:00.000 GMT+0800,108.969,110.415,108.894,110.065,603359.5001000001
03.03.2004 06:00:00.000 GMT+0800,110.078,110.506,109.983,110.062,612040.7989000002
04.03.2004 06:00:00.000 GMT+0800,110.038,111.155,110.016,111.074,607499.3946
05.03.2004 06:00:00.000 GMT+0800,111.083,112.286,110.952,112.009,604852.9043
06.03.2004 06:00:00.000 GMT+0800,112.009,112.009,112.009,112.009,0
07.03.2004 06:00:00.000 GMT+0800,112.009,112.009,112.009,112.009,0
08.03.2004 06:00:00.000 GMT+0800,112.081,112.286,111.094,111.165,611005.2022
09.03.2004 06:00:00.000 GMT+0800,111.158,111.596,110.239,111.302,601391.0986000001
10.03.2004 06:00:00.000 GMT+0800,111.273,111.530,110.694,110.861,604381.3086999999
11.03.2004 06:00:00.000 GMT+0800,110.897,111.077,110.430,110.750,604795.1982000002
12.03.2004 06:00:00.000 GMT+0800,110.733,111.380,110.596,110.780,603450.6054
13.03.2004 06:00:00.000 GMT+0800,110.780,110.780,110.780,110.780,0
14.03.2004 06:00:00.000 GMT+0800,110.780,110.780,110.780,110.780,0
15.03.2004 06:00:00.000 GMT+0800,110.680,111.061,109.197,110.326,605318.2002
16.03.2004 06:00:00.000 GMT+0800,110.297,110.368,108.608,108.730,607878.6934000001
17.03.2004 06:00:00.000 GMT+0800,108.743,108.968,107.958,108.278,608282.9014
