Local time,Open,High,Low,Close,Volume
31.03.2006 06:00:00.000 GMT+0800,117.347,118.139,117.160,117.772,584186.3037
01.04.2006 06:00:00.000 GMT+0800,117.772,117.772,117.760,117.760,0
02.04.2006 06:00:00.000 GMT+0800,117.760,117.760,117.760,117.760,0
03.04.2006 05:00:00.000 GMT+0800,117.805,118.790,117.591,117.695,583105.0967
04.04.2006 05:00:00.000 GMT+0800,117.700,117.945,117.245,117.550,583913.7061000001
05.04.2006 05:00:00.000 GMT+0800,117.554,117.774,116.686,117.425,588876.3954999999
06.04.2006 05:00:00.000 GMT+0800,117.432,117.960,117.268,117.775,584906.2001
07.04.2006 05:00:00.000 GMT+0800,117.776,118.398,117.436,118.310,588786.7023
08.04.2006 05:00:00.000 GMT+0800,118.310,118.310,118.310,118.310,0
09.04.2006 05:00:00.000 GMT+0800,118.310,118.310,118.310,118.310,0
10.04.2006 05:00:00.000 GMT+0800,118.241,118.701,117.902,118.345,581382.2051
11.04.2006 05:00:00.000 GMT+0800,118.334,118.898,118.184,118.285,575968.8027000001
12.04.2006 05:00:00.000 GMT+0800,118.271,118.615,117.828,118.555,584061.1905
13.04.2006 05:00:00.000 GMT+0800,118.553,118.843,118.311,118.565,589182.6046000001
14.04.2006 05:00:00.000 GMT+0800,118.575,118.726,118.432,118.680,572377.3954
15.04.2006 05:00:00.000 GMT+0800,118.680,118.680,118.680,118.680,0
16.04.2006 05:00:00.000 GMT+0800,118.680,118.680,118.680,118.680,0
17.04.2006 05:00:00.000 GMT+0800,118.619,118.656,117.536,117.812,582168.1913
18.04.2006 05:00:00.000 GMT+0800,117.824,118.209,117.078,117.164,582585.7002
19.04.2006 05:00:00.000 GMT+0800,117.156,117.934,116.755,117.280,584535.2999
20.04.2006 05:00:00.000 GMT+0800,117.279,117.891,117.223,117.585,584863.1075
21.04.2006 05:00:00.000 GMT+0800,117.569,117.750,116.557,116.595,588749.3045999999
22.04.2006 05:00:00.000 GMT+0800,116.595,116.595,116.595,116.595,0
23.04.2006 05:00:00.000 GMT+0800,116.595,116.595,116.595,116.595,0
24.04.2006 05:00:00.000 GMT+0800,116.335,116.335,114.239,114.615,594772.507
25.04.2006 05:00:00.000 GMT+0800,114.615,114.991,114.303,114.825,586010.291
26.04.2006 05:00:00.000 GMT+0800,114.833,115.364,114.626,114.740,586928.8008999999
27.04.2006 05:00:00.000 GMT+0800,114.712,115.095,113.840,114.124,582938.4999999999
28.04.2006 05:00:00.000 GMT+0800,114.125,114.467,113.655,113.843,582798.4999
29.04.2006 05:00:00.000 GMT+0800,113.843,113.843,113.843,113.843,0
30.04.2006 05:00:00.000 GMT+0800,113.843,113.843,113.843,113.843,0
01.05.2006 05:00:00.000 GMT+0800,113.713,113.838,112.342,113.370,581257.8925999999
02.05.2006 05:00:00.000 GMT+0800,113.366,114.006,113.080,113.350,582789.9931
03.05.2006 05:00:00.000 GMT+0800,113.340,113.864,112.894,113.585,587103.7012
04.05.2006 05:00:00.000 GMT+0800,113.597,114.161,113.268,113.670,584714.6015
05.05.2006 05:00:00.000 GMT+0800,113.662,114.002,112.266,112.585,583852.8945
06.05.2006 05:00:00.000 GMT+0800,112.585,112.585,112.585,112.585,0
07.05.2006 05:00:00.000 GMT+0800,112.585,112.585,112.585,112.585,0
08.05.2006 05:00:00.000 GMT+0800,112.362,112.408,110.990,111.653,583296.9991
09.05.2006 05:00:00.000 GMT+0800,111.652,111.937,110.901,111.065,585728.0031000001
10.05.2006 05:00:00.000 GMT+0800,111.058,111.250,110.100,110.516,583234.0048999999
11.05.2006 05:00:00.000 GMT+0800,110.510,111.516,110.108,110.740,583989.9990000001
12.05.2006 05:00:00.000 GMT+0800,110.734,110.749,109.230,110.015,585052.0946000001
13.05.2006 05:00:00.000 GMT+0800,110.015,110.015,110.015,110.015,0
14.05.2006 05:00:00.000 GMT+0800,110.015,110.015,110.015,110.015,0
15.05.2006 05:00:00.000 GMT+0800,110.015,110.586,109.339,110.525,583704.4999999999
16.05.2006 05:00:00.000 GMT+0800,110.515,110.855,109.671,109.765,591842.1973
17.05.2006 05:00:00.000 GMT+0800,109.769,111.336,109.028,110.995,588087.4003999999
18.05.2006 05:00:00.000 GMT+0800,111.002,111.246,110.361,110.830,591922.205
19.05.2006 05:00:00.000 GMT+0800,110.819,112.229,110.440,111.690,586622.4023
20.05.2006 05:00:00.000 GMT+0800,111.690,111.690,111.690,111.690,0
21.05.2006 05:00:00.000 GMT+0800,111.690,111.690,111.690,111.690,0
22.05.2006 05:00:00.000 GMT+0800,111.690,112.949,111.288,111.535,596510.0937000001
23.05.2006 05:00:00.000 GMT+0800,111.529,112.002,110.990,111.996,585133.002
24.05.2006 05:00:00.000 GMT+0800,112.000,112.949,111.630,112.940,586780.6974000001
25.05.2006 05:00:00.000 GMT+0800,112.941,112.977,111.691,111.770,581559.9071999999
26.05.2006 05:00:00.000 GMT+0800,111.815,112.758,111.487,112.655,581806.4023
27.05.2006 05:00:00.000 GMT+0800,112.655,112.655,112.655,112.655,0
28.05.2006 05:00:00.000 GMT+0800,112.655,112.655,112.655,112.655,0
29.05.2006 05:00:00.000 GMT+0800,112.655,112.675,112.078,112.470,575039.9053
30.05.2006 05:00:00.000 GMT+0800,112.449,112.778,111.635,112.150,583240.5
31.05.2006 05:00:00.000 GMT+0800,112.158,112.687,111.475,112.645,587660.4981000001
01.06.2006 05:00:00.000 GMT+0800,112.633,113.366,112.368,112.705,582616.4053
02.06.2006 05:00:00.000 GMT+0800,112.723,112.939,111.329,111.740,590340.3038
03.06.2006 05:00:00.000 GMT+0800,111.740,111.740,111.740,111.740,0
04.06.2006 05:00:00.000 GMT+0800,111.740,111.740,111.740,111.740,0
05.06.2006 05:00:00.000 GMT+0800,111.740,112.296,111.452,112.245,588514.291
06.06.2006 05:00:00.000 GMT+0800,112.245,113.547,112.074,113.340,585548.0049
07.06.2006 05:00:00.000 GMT+0800,113.317,113.684,112.920,113.575,589047.5030000001
08.06.2006 05:00:00.000 GMT+0800,113.570,114.712,113.352,114.245,589986.4991
09.06.2006 05:00:00.000 GMT+0800,114.240,114.321,113.503,113.965,587675.2989
10.06.2006 05:00:00.000 GMT+0800,113.965,113.965,113.965,113.965,0
11.06.2006 05:00:00.000 GMT+0800,113.965,113.965,113.965,113.965,0
12.06.2006 05:00:00.000 GMT+0800,113.945,114.559,113.942,114.385,581378.7110000001
13.06.2006 05:00:00.000 GMT+0800,114.377,115.435,114.259,115.415,581710.4970999999
14.06.2006 05:00:00.000 GMT+0800,115.423,115.442,114.481,115.070,590136
15.06.2006 05:00:00.000 GMT+0800,115.047,115.201,114.656,114.775,588646.2022
16.06.2006 05:00:00.000 GMT+0800,114.773,115.210,114.557,115.205,584516.1952999999
17.06.2006 05:00:00.000 GMT+0800,115.205,115.205,115.205,115.205,0
18.06.2006 05:00:00.000 GMT+0800,115.205,115.205,115.205,115.205,0
19.06.2006 05:00:00.000 GMT+0800,115.205,115.758,115.073,115.550,585433.8994
20.06.2006 05:00:00.000 GMT+0800,115.531,115.631,114.625,114.980,585139.9979999999
21.06.2006 05:00:00.000 GMT+0800,114.977,115.222,114.392,114.910,574563.4921
22.06.2006 05:00:00.000 GMT+0800,114.894,116.283,114.668,116.130,587597.8945
23.06.2006 05:00:00.000 GMT+0800,116.131,116.605,115.782,116.600,580697.2041
24.06.2006 05:00:00.000 GMT+0800,116.600,116.600,116.600,116.600,0
25.06.2006 05:00:00.000 GMT+0800,116.600,116.600,116.600,116.600,0
26.06.2006 05:00:00.000 GMT+0800,116.585,116.600,116.093,116.275,584486.4063
27.06.2006 05:00:00.000 GMT+0800,116.279,116.696,115.756,116.300,585205.999
28.06.2006 05:00:00.000 GMT+0800,116.312,116.500,116.065,116.495,586627.3936
29.06.2006 05:00:00.000 GMT+0800,116.491,116.620,114.863,115.200,581451.3956
30.06.2006 05:00:00.000 GMT+0800,115.206,115.228,114.199,114.455,588924.1943
01.07.2006 05:00:00.000 GMT+0800,114.455,114.466,114.455,114.466,0
02.07.2006 05:00:00.000 GMT+0800,114.466,114.466,114.466,114.466,0
03.07.2006 05:00:00.000 GMT+0800,114.407,114.949,114.107,114.690,586123.2959
04.07.2006 05:00:00.000 GMT+0800,114.679,114.810,114.389,114.805,578465.1005000001
05.07.2006 05:00:00.000 GMT+0800,114.815,115.780,114.602,115.743,590956.4913
06.07.2006 05:00:00.000 GMT+0800,115.713,115.718,114.899,115.131,578187.2997999999
07.07.2006 05:00:00.000 GMT+0800,115.136,115.289,113.830,114.052,585120.2012
08.07.2006 05:00:00.000 GMT+0800,114.052,114.052,114.052,114.052,0
09.07.2006 05:00:00.000 GMT+0800,114.052,114.052,114.052,114.052,0
10.07.2006 05:00:00.000 GMT+0800,114.010,114.295,113.455,114.290,586741.3008
11.07.2006 05:00:00.000 GMT+0800,114.298,114.673,113.920,114.255,586052.6925
12.07.2006 05:00:00.000 GMT+0800,114.235,115.708,114.172,115.525,583918.3017999999
13.07.2006 05:00:00.000 GMT+0800,115.530,115.530,114.999,115.410,583069.9072
14.07.2006 05:00:00.000 GMT+0800,115.408,116.396,115.325,116.145,581897.4014000001
15.07.2006 05:00:00.000 GMT+0800,116.145,116.145,116.145,116.145,0
16.07.2006 05:00:00.000 GMT+0800,116.145,116.145,116.145,116.145,0
17.07.2006 05:00:00.000 GMT+0800,116.150,117.280,116.132,117.250,576531.7071
18.07.2006 05:00:00.000 GMT+0800,117.226,117.586,116.716,117.325,579688.3077000001
19.07.2006 05:00:00.000 GMT+0800,117.305,117.870,116.657,116.895,578832.2071
20.07.2006 05:00:00.000 GMT+0800,116.894,117.070,116.523,117.065,581622.9014
21.07.2006 05:00:00.000 GMT+0800,117.038,117.129,115.825,116.175,579463.3984000001
22.07.2006 05:00:00.000 GMT+0800,116.175,116.175,116.175,116.175,0
23.07.2006 05:00:00.000 GMT+0800,116.175,116.175,116.175,116.175,0
24.07.2006 05:00:00.000 GMT+0800,116.132,116.925,116.049,116.685,584948.2999
25.07.2006 05:00:00.000 GMT+0800,116.655,117.399,116.532,117.249,581183.2999
26.07.2006 05:00:00.000 GMT+0800,117.221,117.241,116.185,116.275,583477.0079
27.07.2006 05:00:00.000 GMT+0800,116.280,116.419,115.309,115.805,580173.8916000001
28.07.2006 05:00:00.000 GMT+0800,115.793,116.005,114.611,114.655,588161.0089
29.07.2006 05:00:00.000 GMT+0800,114.655,114.655,114.655,114.655,0
30.07.2006 05:00:00.000 GMT+0800,114.655,114.655,114.655,114.655,0
31.07.2006 05:00:00.000 GMT+0800,114.673,114.850,114.190,114.685,582588.2979
01.08.2006 05:00:00.000 GMT+0800,114.689,115.372,114.489,114.595,582784.5976
02.08.2006 05:00:00.000 GMT+0800,114.590,114.866,113.972,114.700,588491.4980000001
03.08.2006 05:00:00.000 GMT+0800,114.688,115.304,114.545,115.020,583766.5039
04.08.2006 05:00:00.000 GMT+0800,115.023,115.548,113.998,114.455,584739.9014
05.08.2006 05:00:00.000 GMT+0800,114.455,114.455,114.455,114.455,0
06.08.2006 05:00:00.000 GMT+0800,114.455,114.455,114.455,114.455,0
07.08.2006 05:00:00.000 GMT+0800,113.845,115.165,113.822,115.160,584247.3955
08.08.2006 05:00:00.000 GMT+0800,115.151,115.324,114.554,115.310,579947.9034000001
09.08.2006 05:00:00.000 GMT+0800,115.299,115.730,114.800,115.385,578431.3955
10.08.2006 05:00:00.000 GMT+0800,115.392,115.614,114.386,115.280,589491.2081
11.08.2006 05:00:00.000 GMT+0800,115.276,116.426,115.125,116.315,585931.7977
12.08.2006 05:00:00.000 GMT+0800,116.315,116.315,116.315,116.315,0
13.08.2006 05:00:00.000 GMT+0800,116.315,116.315,116.315,116.315,0
14.08.2006 05:00:00.000 GMT+0800,116.335,116.747,116.153,116.735,586383.005
15.08.2006 05:00:00.000 GMT+0800,116.737,116.737,115.850,116.075,580726.002
16.08.2006 05:00:00.000 GMT+0800,116.067,116.367,115.636,115.870,583083.6932999999
17.08.2006 05:00:00.000 GMT+0800,115.862,116.168,115.188,115.990,577341.7968
18.08.2006 05:00:00.000 GMT+0800,115.990,116.084,115.466,115.815,577876.8036999999
19.08.2006 05:00:00.000 GMT+0800,115.815,115.815,115.815,115.815,0
20.08.2006 05:00:00.000 GMT+0800,115.815,115.815,115.815,115.815,0
21.08.2006 05:00:00.000 GMT+0800,115.792,115.971,115.355,115.865,580345.6075
22.08.2006 05:00:00.000 GMT+0800,115.862,116.843,115.808,116.540,580593.9991
23.08.2006 05:00:00.000 GMT+0800,116.547,116.612,116.095,116.430,581541.1015999999
24.08.2006 05:00:00.000 GMT+0800,116.431,116.584,116.192,116.550,586652.4051999999
25.08.2006 05:00:00.000 GMT+0800,116.556,117.404,115.448,117.290,587051.1962
26.08.2006 05:00:00.000 GMT+0800,117.290,117.290,117.290,117.290,0
27.08.2006 05:00:00.000 GMT+0800,117.290,117.290,117.290,117.290,0
28.08.2006 05:00:00.000 GMT+0800,117.249,117.333,116.871,117.244,578799.2071
29.08.2006 05:00:00.000 GMT+0800,117.233,117.243,116.508,116.650,580808.0986
30.08.2006 05:00:00.000 GMT+0800,116.655,117.279,116.586,117.175,580604.5019
31.08.2006 05:00:00.000 GMT+0800,117.172,117.482,116.921,117.403,591273.8937000001
01.09.2006 05:00:00.000 GMT+0800,117.378,117.476,117.038,117.082,597908.3048
02.09.2006 05:00:00.000 GMT+0800,117.082,117.082,117.082,117.082,0
03.09.2006 05:00:00.000 GMT+0800,117.082,117.082,117.082,117.082,0
04.09.2006 05:00:00.000 GMT+0800,117.065,117.103,115.859,116.096,591752.3037
05.09.2006 05:00:00.000 GMT+0800,116.102,116.204,115.580,116.083,601001.9872999999
06.09.2006 05:00:00.000 GMT+0800,116.083,116.895,115.946,116.658,600464.4014
07.09.2006 05:00:00.000 GMT+0800,116.576,117.054,116.002,116.436,596165.3985
08.09.2006 05:00:00.000 GMT+0800,116.439,117.021,116.099,116.956,608208.9093000002
09.09.2006 05:00:00.000 GMT+0800,116.956,116.956,116.956,116.956,0
10.09.2006 05:00:00.000 GMT+0800,116.956,116.956,116.956,116.956,0
11.09.2006 05:00:00.000 GMT+0800,116.886,117.774,116.613,117.690,598532.5009
12.09.2006 05:00:00.000 GMT+0800,117.693,118.139,117.411,117.963,598840.999
13.09.2006 05:00:00.000 GMT+0800,117.968,118.014,117.371,117.693,591706.4054
14.09.2006 05:00:00.000 GMT+0800,117.698,117.779,117.319,117.600,601136.9942000001
15.09.2006 05:00:00.000 GMT+0800,117.594,118.111,117.320,117.569,605419.5996000001
16.09.2006 05:00:00.000 GMT+0800,117.569,117.569,117.569,117.569,0
17.09.2006 05:00:00.000 GMT+0800,117.569,117.569,117.569,117.569,0
18.09.2006 05:00:00.000 GMT+0800,117.537,118.277,117.257,117.961,589974.0994999999
19.09.2006 05:00:00.000 GMT+0800,117.977,118.110,117.009,117.771,590680.3953999999
20.09.2006 05:00:00.000 GMT+0800,117.780,117.780,117.001,117.477,604075.3037
21.09.2006 05:00:00.000 GMT+0800,117.476,117.486,116.228,116.383,598352.9990999999
22.09.2006 05:00:00.000 GMT+0800,116.375,116.604,116.064,116.572,599877.7031
23.09.2006 05:00:00.000 GMT+0800,116.572,116.572,116.572,116.572,0
24.09.2006 05:00:00.000 GMT+0800,116.572,116.572,116.572,116.572,0
25.09.2006 05:00:00.000 GMT+0800,116.595,116.738,116.113,116.631,602585.3965
26.09.2006 05:00:00.000 GMT+0800,116.609,117.242,116.263,117.128,598635.8008
27.09.2006 05:00:00.000 GMT+0800,117.087,117.654,116.894,117.517,600342.8018
28.09.2006 05:00:00.000 GMT+0800,117.504,117.936,117.326,117.835,600555.9912
29.09.2006 05:00:00.000 GMT+0800,117.802,118.196,117.530,118.185,598296.8916
30.09.2006 05:00:00.000 GMT+0800,118.185,118.185,118.185,118.185,0
01.10.2006 05:00:00.000 GMT+0800,118.185,118.185,118.067,118.067,0
02.10.2006 05:00:00.000 GMT+0800,118.121,118.406,117.510,117.665,592137.8973999999
03.10.2006 05:00:00.000 GMT+0800,117.633,117.964,117.385,117.935,596756.6035000001
04.10.2006 05:00:00.000 GMT+0800,117.918,118.285,117.834,117.914,600955.7919
05.10.2006 05:00:00.000 GMT+0800,117.888,117.922,117.458,117.705,599984.1895
06.10.2006 05:00:00.000 GMT+0800,117.703,119.100,117.644,119.022,598867.6045
07.10.2006 05:00:00.000 GMT+0800,119.022,119.022,119.022,119.022,0
08.10.2006 05:00:00.000 GMT+0800,119.022,119.022,119.022,119.022,0
09.10.2006 05:00:00.000 GMT+0800,119.000,119.301,118.041,119.111,604966.2071000002
10.10.2006 05:00:00.000 GMT+0800,119.096,119.790,118.909,119.743,597631.7011
11.10.2006 05:00:00.000 GMT+0800,119.739,119.832,119.353,119.805,589031.7969000001
12.10.2006 05:00:00.000 GMT+0800,119.763,119.789,119.260,119.384,604863.6971999998
13.10.2006 05:00:00.000 GMT+0800,119.363,119.883,119.092,119.639,598083.2019999999
14.10.2006 05:00:00.000 GMT+0800,119.639,119.639,119.639,119.639,0
15.10.2006 05:00:00.000 GMT+0800,119.639,119.639,119.639,119.639,0
16.10.2006 05:00:00.000 GMT+0800,119.662,119.798,118.992,119.048,592402.7949
17.10.2006 05:00:00.000 GMT+0800,119.034,119.134,118.555,118.762,597322.8077
18.10.2006 05:00:00.000 GMT+0800,118.753,119.175,118.346,118.934,600744.2012
19.10.2006 05:00:00.000 GMT+0800,118.916,119.018,118.023,118.170,595082.4981
20.10.2006 05:00:00.000 GMT+0800,118.167,118.797,118.104,118.748,598576.0899
21.10.2006 05:00:00.000 GMT+0800,118.748,118.748,118.748,118.748,0
22.10.2006 05:00:00.000 GMT+0800,118.748,118.748,118.748,118.748,0
23.10.2006 05:00:00.000 GMT+0800,118.752,119.387,118.569,119.364,596346.2997000001
24.10.2006 05:00:00.000 GMT+0800,119.351,119.659,119.095,119.378,608969.5029
25.10.2006 05:00:00.000 GMT+0800,119.362,119.437,118.893,119.134,597110.4970000001
26.10.2006 05:00:00.000 GMT+0800,119.133,119.139,118.245,118.418,596662.6973
27.10.2006 05:00:00.000 GMT+0800,118.399,118.721,117.176,117.616,599131.2021999999
28.10.2006 05:00:00.000 GMT+0800,117.616,117.616,117.616,117.616,0
29.10.2006 05:00:00.000 GMT+0800,117.616,117.616,117.616,117.616,0
30.10.2006 06:00:00.000 GMT+0800,117.458,117.610,117.221,117.480,596176.295
31.10.2006 06:00:00.000 GMT+0800,117.442,118.038,116.630,116.977,594345.8985
01.11.2006 06:00:00.000 GMT+0800,116.956,117.156,116.596,117.057,600113.8038
02.11.2006 06:00:00.000 GMT+0800,117.033,117.362,116.684,117.134,595892.21
03.11.2006 06:00:00.000 GMT+0800,117.122,118.191,116.982,118.011,601650.8945999999
04.11.2006 06:00:00.000 GMT+0800,118.011,118.011,118.011,118.011,0
05.11.2006 06:00:00.000 GMT+0800,118.011,118.011,118.011,118.011,0
06.11.2006 06:00:00.000 GMT+0800,118.062,118.465,117.810,118.316,599660.7041
07.11.2006 06:00:00.000 GMT+0800,118.295,118.315,117.267,117.698,592787.3068
08.11.2006 06:00:00.000 GMT+0800,117.690,117.991,117.407,117.848,599384.3916
09.11.2006 06:00:00.000 GMT+0800,117.807,118.598,117.695,117.935,591787.5059
10.11.2006 06:00:00.000 GMT+0800,117.918,117.956,117.204,117.626,587490.5028999998
11.11.2006 06:00:00.000 GMT+0800,117.626,117.626,117.626,117.626,0
12.11.2006 06:00:00.000 GMT+0800,117.626,117.626,117.626,117.626,0
13.11.2006 06:00:00.000 GMT+0800,117.562,118.297,117.134,118.187,594169.1992
14.11.2006 06:00:00.000 GMT+0800,118.115,118.184,117.263,117.636,597574.1006000001
15.11.2006 06:00:00.000 GMT+0800,117.627,118.199,117.512,118.025,585922.0079000001
16.11.2006 06:00:00.000 GMT+0800,117.986,118.331,117.739,118.217,591107.2988
17.11.2006 06:00:00.000 GMT+0800,118.203,118.467,117.521,117.754,590538.6973
18.11.2006 06:00:00.000 GMT+0800,117.754,117.754,117.754,117.754,0
19.11.2006 06:00:00.000 GMT+0800,117.754,117.754,117.754,117.754,0
20.11.2006 06:00:00.000 GMT+0800,117.859,118.200,117.760,118.058,598769.7061000001
21.11.2006 06:00:00.000 GMT+0800,118.046,118.240,117.735,117.918,598526.4003999999
22.11.2006 06:00:00.000 GMT+0800,117.906,117.924,116.372,116.750,594200.2012
23.11.2006 06:00:00.000 GMT+0800,116.731,116.835,116.043,116.305,593854.0935999999
24.11.2006 06:00:00.000 GMT+0800,116.296,116.489,115.587,115.874,594739.2032
25.11.2006 06:00:00.000 GMT+0800,115.874,115.874,115.874,115.874,0
26.11.2006 06:00:00.000 GMT+0800,115.874,115.874,115.874,115.874,0
27.11.2006 06:00:00.000 GMT+0800,115.533,116.405,115.382,116.098,589614.9961000001
28.11.2006 06:00:00.000 GMT+0800,116.083,116.402,115.886,116.155,598101.2061000001
29.11.2006 06:00:00.000 GMT+0800,116.146,116.460,115.582,116.417,569403.8925999999
30.11.2006 06:00:00.000 GMT+0800,116.400,116.561,115.519,115.801,593369.5937999999
01.12.2006 06:00:00.000 GMT+0800,115.802,116.375,114.998,115.446,596348.0928
02.12.2006 06:00:00.000 GMT+0800,115.446,115.446,115.446,115.446,0
03.12.2006 06:00:00.000 GMT+0800,115.446,115.446,115.446,115.446,0
04.12.2006 06:00:00.000 GMT+0800,115.452,115.835,115.112,115.286,588871.3916
05.12.2006 06:00:00.000 GMT+0800,115.272,115.435,114.452,114.904,594457.3956
06.12.2006 06:00:00.000 GMT+0800,114.876,115.303,114.522,115.265,595391.0996
07.12.2006 06:00:00.000 GMT+0800,115.253,115.386,114.761,115.254,599080.4071999999
08.12.2006 06:00:00.000 GMT+0800,115.245,116.485,114.921,116.329,599814.2071
09.12.2006 06:00:00.000 GMT+0800,116.329,116.329,116.329,116.329,0
10.12.2006 06:00:00.000 GMT+0800,116.329,116.329,116.329,116.329,0
11.12.2006 06:00:00.000 GMT+0800,116.423,117.246,116.174,117.008,595921.5938000001
12.12.2006 06:00:00.000 GMT+0800,116.983,117.221,116.695,116.795,601758.0010000002
13.12.2006 06:00:00.000 GMT+0800,116.776,117.657,116.651,117.593,595518.4980000001
14.12.2006 06:00:00.000 GMT+0800,117.575,117.880,117.269,117.848,602954.9024
15.12.2006 06:00:00.000 GMT+0800,117.831,118.331,117.460,118.196,596462.8937
16.12.2006 06:00:00.000 GMT+0800,118.196,118.196,118.196,118.196,0
17.12.2006 06:00:00.000 GMT+0800,118.196,118.196,118.196,118.196,0
18.12.2006 06:00:00.000 GMT+0800,117.926,118.276,117.683,118.163,596957.4961
19.12.2006 06:00:00.000 GMT+0800,118.160,118.305,117.784,118.115,590585.7051
20.12.2006 06:00:00.000 GMT+0800,118.100,118.516,117.942,118.474,596515.7050000001
21.12.2006 06:00:00.000 GMT+0800,118.458,118.511,117.977,118.356,598878.9951
22.12.2006 06:00:00.000 GMT+0800,118.324,118.974,118.191,118.835,608455.1114
23.12.2006 06:00:00.000 GMT+0800,118.835,118.835,118.835,118.835,0
24.12.2006 06:00:00.000 GMT+0800,118.835,118.835,118.835,118.835,0
25.12.2006 06:00:00.000 GMT+0800,118.884,118.976,118.652,118.758,603982.8954
26.12.2006 06:00:00.000 GMT+0800,118.764,119.236,118.699,119.150,602177.0996999999
27.12.2006 06:00:00.000 GMT+0800,119.139,119.225,118.292,118.868,596169.5947
28.12.2006 06:00:00.000 GMT+0800,118.841,119.042,118.510,118.924,606519.8027
29.12.2006 06:00:00.000 GMT+0800,118.912,119.169,118.714,119.102,605967.3066
30.12.2006 06:00:00.000 GMT+0800,119.102,119.102,119.102,119.102,0
31.12.2006 06:00:00.000 GMT+0800,119.102,119.102,119.102,119.102,0
01.01.2007 06:00:00.000 GMT+0800,119.016,119.087,118.952,119.060,586647.8986
02.01.2007 06:00:00.000 GMT+0800,119.054,119.074,118.480,118.844,604144.2071
03.01.2007 06:00:00.000 GMT+0800,118.843,119.681,118.651,119.382,597819.0057999999
04.01.2007 06:00:00.000 GMT+0800,119.340,119.510,118.993,119.063,600585.498
05.01.2007 06:00:00.000 GMT+0800,119.042,119.060,117.993,118.630,600440.4991
06.01.2007 06:00:00.000 GMT+0800,118.630,118.630,118.630,118.630,0
07.01.2007 06:00:00.000 GMT+0800,118.630,118.630,118.630,118.630,0
08.01.2007 06:00:00.000 GMT+0800,118.623,118.826,118.123,118.790,594704.5937999999
09.01.2007 06:00:00.000 GMT+0800,118.783,119.549,118.687,119.380,589104.5107999999
10.01.2007 06:00:00.000 GMT+0800,119.360,119.779,119.139,119.645,594887.7939
11.01.2007 06:00:00.000 GMT+0800,119.634,120.644,119.478,120.506,597045.7911
12.01.2007 06:00:00.000 GMT+0800,120.492,120.735,120.175,120.324,593716.8047
13.01.2007 06:00:00.000 GMT+0800,120.324,120.324,120.324,120.324,0
14.01.2007 06:00:00.000 GMT+0800,120.324,120.324,120.324,120.324,0
15.01.2007 06:00:00.000 GMT+0800,120.375,120.604,120.061,120.440,593114.6924
16.01.2007 06:00:00.000 GMT+0800,120.433,120.778,120.197,120.675,599868.1932999999
17.01.2007 06:00:00.000 GMT+0800,120.655,120.885,120.360,120.668,593872.7013
18.01.2007 06:00:00.000 GMT+0800,120.655,121.591,120.465,121.226,595250.9922000001
19.01.2007 06:00:00.000 GMT+0800,121.213,121.490,121.095,121.232,593198.9013
20.01.2007 06:00:00.000 GMT+0800,121.232,121.232,121.232,121.232,0
21.01.2007 06:00:00.000 GMT+0800,121.232,121.232,121.232,121.232,0
22.01.2007 06:00:00.000 GMT+0800,121.244,121.797,121.184,121.664,591163.3956
23.01.2007 06:00:00.000 GMT+0800,121.652,121.753,121.123,121.645,593804.3995
24.01.2007 06:00:00.000 GMT+0800,121.646,121.792,120.661,121.201,593005.1982000002
25.01.2007 06:00:00.000 GMT+0800,121.188,121.285,120.210,121.256,591508.3017999999
26.01.2007 06:00:00.000 GMT+0800,121.254,121.644,121.203,121.537,593151.7978
27.01.2007 06:00:00.000 GMT+0800,121.537,121.537,121.537,121.537,0
28.01.2007 06:00:00.000 GMT+0800,121.537,121.537,121.537,121.537,0
29.01.2007 06:00:00.000 GMT+0800,121.450,122.185,121.401,121.737,591469.8995
30.01.2007 06:00:00.000 GMT+0800,121.733,121.998,121.479,121.635,590100.3008000001
31.01.2007 06:00:00.000 GMT+0800,121.620,121.754,120.640,120.706,597222.708
01.02.2007 06:00:00.000 GMT+0800,120.678,120.920,120.149,120.823,598579.1953000001
02.02.2007 06:00:00.000 GMT+0800,120.806,121.363,120.640,121.132,595387.1963000001
03.02.2007 06:00:00.000 GMT+0800,121.132,121.132,121.132,121.132,0
04.02.2007 06:00:00.000 GMT+0800,121.132,121.132,121.132,121.132,0
05.02.2007 06:00:00.000 GMT+0800,121.096,121.195,120.213,120.334,594254.5948
06.02.2007 06:00:00.000 GMT+0800,120.322,120.564,119.993,120.092,595468.9970000001
07.02.2007 06:00:00.000 GMT+0800,120.093,120.813,119.980,120.696,597772.2041
08.02.2007 06:00:00.000 GMT+0800,120.677,121.442,120.579,121.043,589747.2979
09.02.2007 06:00:00.000 GMT+0800,121.032,121.753,120.981,121.709,590754.4922
10.02.2007 06:00:00.000 GMT+0800,121.709,121.709,121.709,121.709,0
11.02.2007 06:00:00.000 GMT+0800,121.709,121.709,121.709,121.709,0
12.02.2007 06:00:00.000 GMT+0800,121.788,122.100,121.602,121.955,616068.9003999998
13.02.2007 06:00:00.000 GMT+0800,121.938,121.979,121.109,121.182,594086.7003
14.02.2007 06:00:00.000 GMT+0800,121.172,121.371,120.641,120.798,597893.705
15.02.2007 06:00:00.000 GMT+0800,120.778,120.778,119.159,119.286,593233.3946000001
